ngramme	Cliges	Yvain	AlexisP11	ThebesC	AlexisPRI	FillePonth1B1	AlexisP13	BenTroieC_1partial	ChaceP	AlexisOctP	SGeorgDeG	MeraugisF	SGeorgVosL	AigarB	LancJ	PercevalKu	CleomHas	BenTroieC_4partial	ErecF	DancusM	JAvesnesFilleB	JugAmD	OmbreB2	UnicornecW	AlexisPQ
utf	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uth	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
uti	2	1	0	4	3	1	2	5	0	3	0	0	0	0	2	1	19	0	1	1	2	2	1	2	4
utk	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utm	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uto	0	4	1	4	0	4	2	22	0	1	0	0	0	1	1	1	24	3	2	0	5	0	0	0	2
utp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utr	195	153	0	200	27	50	18	130	10	24	6	96	6	8	185	177	306	9	190	35	3	13	20	6	16
utu	2	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
utz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
utè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uté	18	14	0	10	7	6	1	23	0	2	1	9	1	0	8	6	88	0	19	0	3	3	7	0	3
uua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
uue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
uui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
uul	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uun	0	1	0	3	0	0	0	5	0	0	1	8	0	0	0	0	1	2	8	0	0	0	0	0	0
uuo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
uur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
uva	13	72	0	16	0	10	3	14	0	0	2	12	0	0	53	177	89	1	36	7	15	0	1	0	2
uve	12	121	0	5	31	18	5	4	9	2	2	4	0	0	2	12	486	0	8	0	67	2	1	0	28
uvi	0	31	0	0	2	5	0	1	0	1	0	0	0	0	0	0	63	0	0	0	2	2	0	0	4
uvo	0	19	0	0	0	4	0	3	0	0	1	0	0	0	0	0	42	0	0	0	8	0	0	0	2
uvr	0	17	0	0	4	5	0	0	6	1	1	0	2	0	1	0	79	0	0	0	22	6	1	0	5
uvâ	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uvè	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uvé	6	16	0	0	8	3	0	1	2	0	0	2	0	0	1	0	111	0	2	0	10	0	0	0	4
ux
	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	3	0	0	0	3	1	0	0	0
ux 	0	24	0	0	0	0	0	0	8	0	16	1	0	0	1	0	5	0	1	0	167	3	0	0	7
uxi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
uxq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uxu	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
uxv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
uy
	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1
uy 	0	8	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	178	0	0	0	3
uya	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uye	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uym	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uyr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
uyt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
uyé	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
uz
	44	13	1	71	0	0	0	55	2	2	0	30	0	0	66	52	4	14	49	1	0	2	2	0	0
uz 	66	54	2	166	0	0	0	110	8	16	0	62	3	0	78	69	38	10	104	9	1	3	10	0	1
uze	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
uzj	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uzl	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uzp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
uzr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
uà
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
uà 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	37	0	0	2	0	0	1	0	1
uàr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
uça	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	4	0	3	1	1	0	0	0	0
uço	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	8	0	4	0	0	0	3	0	0
uèc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
uès	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uèv	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ué
	2	7	0	22	0	0	0	0	0	0	0	1	0	0	2	3	16	0	1	0	0	0	0	0	1
ué 	2	3	0	95	0	0	0	0	0	0	0	3	0	0	13	6	9	0	3	1	6	0	0	0	0
uée	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	1
uéf	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uég	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uéi	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
uér	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1
ués	5	7	0	142	1	10	1	0	0	0	0	1	1	0	9	14	0	0	8	0	2	0	2	0	0
uét	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uév	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uéz	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uë
	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
uë 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
uëe	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uëi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
uël	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
uëm	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uën	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
uër	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uës	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
uëz	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
uï
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
uï 	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
uïe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
uïl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
uïo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uïr	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0
uïs	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
uït	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
uïz	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uüs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
v a	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	0	0
v b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
v c	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
v d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
v e	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0
v f	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
v h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
v i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
v j	1	1	0	0	0	1	0	0	0	0	0	0	0	2	2	3	2	0	0	0	1	1	0	0	0
v l	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
v m	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
v o	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
v r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
v s	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
v t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
v ç	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
v02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
va
	4	17	0	4	0	1	2	6	1	2	0	9	0	0	27	27	70	0	8	1	0	1	0	0	2
va 	7	39	0	28	24	18	9	11	3	2	3	10	1	0	26	61	40	0	29	10	29	1	0	2	12
vab	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
vac	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0
vag	2	10	0	9	0	0	0	23	0	0	1	0	0	0	2	0	5	0	2	1	1	0	0	0	1
vah	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
vai	45	240	14	153	7	21	24	73	3	5	2	65	2	9	94	227	80	10	80	12	30	7	4	0	2
val	127	149	1	363	4	54	6	136	18	5	4	151	4	18	351	462	466	9	277	3	107	25	25	4	4
vam	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
van	120	86	9	141	16	32	33	41	11	17	11	92	6	10	177	259	208	3	194	12	56	8	9	0	15
var	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0
vas	38	19	0	60	2	5	4	49	2	0	2	14	0	7	40	218	29	5	72	1	7	2	0	0	0
vat	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
vau	7	73	0	130	24	20	11	37	7	2	4	26	2	1	11	7	118	7	78	0	13	3	5	3	1
vav	0	6	0	6	0	0	1	4	0	0	0	1	0	0	14	15	0	0	19	0	0	0	0	0	0
vax	15	9	0	0	0	0	0	0	1	0	0	0	0	0	35	78	0	0	0	0	0	0	0	0	0
vay	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
vaz	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
vaï	9	4	0	7	0	0	0	5	0	0	0	0	0	0	2	3	0	3	11	0	0	0	0	0	0
vaÿ	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vc
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
vc 	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0
vcn	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ve
	26	24	1	46	4	1	0	4	0	4	0	6	6	0	42	42	8	0	10	4	1	2	4	0	0
ve 	34	14	2	63	16	18	9	19	4	12	2	6	4	0	48	73	17	0	29	11	30	2	2	0	3
vea	5	2	0	5	0	0	0	3	0	4	0	2	0	0	7	12	0	0	2	0	2	0	0	0	0
vec	1	39	0	0	0	1	0	0	2	1	1	0	0	0	0	1	1	0	0	27	43	0	0	0	6
ved	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
vee	15	20	0	56	0	1	2	41	0	1	1	9	0	0	35	38	0	2	28	3	6	2	5	0	0
veg	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
veh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	0
vei	54	58	34	501	3	7	8	467	1	62	2	29	22	6	39	37	173	23	26	1	30	3	6	2	1
vel	29	33	4	21	15	6	2	22	0	11	1	12	0	1	41	92	164	3	57	5	23	2	1	0	8
vem	2	3	0	10	0	2	3	8	0	0	0	0	1	2	1	5	5	1	1	0	5	0	0	0	1
ven	156	288	25	318	45	101	31	288	15	20	8	126	15	23	210	210	816	16	134	12	119	20	33	2	32
veo	26	38	0	2	0	7	1	2	1	0	2	10	0	0	36	49	0	0	29	2	20	0	4	1	1
veq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ver	229	173	31	312	53	24	37	216	20	34	23	93	13	47	198	238	612	19	225	12	126	20	27	1	25
ves	23	25	1	66	8	14	2	29	1	3	0	12	6	9	25	50	42	6	45	3	13	0	3	1	8
vet	32	2	9	3	3	5	9	6	0	3	0	37	0	1	17	19	4	0	14	0	8	0	0	0	2
veu	19	99	0	11	21	11	28	12	1	16	5	37	4	0	5	3	71	0	3	0	36	0	13	1	20
vev	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
vex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
vey	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
vez	56	12	1	63	0	0	0	42	10	11	3	33	0	0	83	126	168	3	95	1	3	10	16	0	13
veç	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
veé	0	11	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
veï	15	13	0	39	0	1	0	9	0	0	0	7	0	0	18	38	39	0	9	0	0	0	0	0	0
veö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
veü	16	16	0	8	0	8	0	14	0	0	0	14	0	0	27	25	114	1	25	0	0	0	1	0	1
veý	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
vi
	4	9	0	2	8	2	0	0	0	0	0	5	0	0	2	18	23	0	14	0	1	0	2	0	1
vi 	14	19	0	5	6	2	1	5	0	0	0	3	0	0	4	21	26	0	11	0	2	0	2	1	1
via	61	5	1	5	2	11	0	4	0	0	1	0	5	2	60	42	31	0	35	12	1	0	0	0	0
vic	4	13	0	5	8	4	4	12	0	1	0	0	1	1	1	3	11	0	1	3	17	0	1	0	0
vid	1	0	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
vie	122	117	6	137	35	42	65	108	12	31	7	116	12	4	132	132	190	15	110	12	34	8	18	21	24
vif	1	3	1	4	1	0	0	3	0	2	0	0	0	0	1	1	11	0	2	1	2	0	0	0	1
vig	0	0	0	6	1	2	1	3	3	0	0	1	0	0	0	2	9	0	1	0	5	0	0	0	0
vii	1	7	0	0	0	5	0	0	0	0	0	3	1	1	2	15	11	0	0	4	3	0	1	0	0
vij	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
vil	35	30	0	61	1	12	8	38	0	10	6	7	2	3	24	41	95	3	33	2	21	7	5	2	7
vin	72	88	21	144	34	109	23	110	1	19	10	56	6	0	79	127	306	11	124	18	66	2	11	4	33
vio	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	1	0	1	0	3	1	0	0	0
vir	18	26	8	67	21	18	14	38	2	7	2	9	8	11	22	39	114	3	22	1	27	2	3	0	7
vis	58	46	13	42	25	10	29	60	8	10	1	25	4	5	53	74	351	14	53	1	14	6	12	1	17
vit	32	30	5	85	10	34	12	40	0	5	8	16	4	3	29	75	93	4	53	4	17	2	2	6	16
viu	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0
viv	19	13	5	37	13	14	5	13	1	7	1	5	7	0	12	24	31	2	11	4	9	0	3	0	6
vix	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
viz	2	0	0	1	0	0	0	2	0	0	0	0	0	0	5	7	0	0	9	0	0	0	0	0	0
viè	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
vié	0	0	0	33	4	1	4	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
vië	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
viï	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
vj 	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
vjx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
vli	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vn 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
vne	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0
vo
	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
vo 	0	4	0	2	1	1	0	4	1	0	0	0	0	0	0	0	32	0	0	0	0	1	9	0	2
voa	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
voc	0	0	3	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	1	0	2	0	0	0	1
vod	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
voe	54	5	0	1	9	57	0	0	0	0	0	1	0	2	86	85	73	0	0	0	1	0	5	0	0
vog	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
voi	439	453	13	8	64	194	71	16	29	7	32	222	9	0	514	578	1811	1	432	46	257	18	74	12	69
vol	134	90	29	67	13	56	11	57	8	10	0	27	3	8	166	159	120	6	72	10	6	3	12	4	4
vom	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	4	1	0	4	0	0	0	0	0	1
von	43	29	6	132	11	13	9	52	1	1	2	43	1	2	44	34	70	6	43	6	0	1	2	1	3
vor	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	126	0	0	2	0	0	0	0	1
vos	353	105	7	465	8	44	35	286	2	64	2	207	17	10	575	882	112	9	665	9	33	16	22	1	22
vot	0	0	0	2	0	1	0	2	0	2	1	0	1	0	0	0	8	0	0	0	4	0	0	0	2
vou	2	573	0	78	36	220	4	58	44	11	27	26	0	0	2	1	1215	6	26	1	111	24	98	9	76
vox	3	1	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0
voy	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	32	0	0	0	2
voz	9	0	0	14	0	0	0	18	1	1	0	1	0	0	5	17	0	1	11	1	0	0	0	0	0
voé	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
voë	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
voî	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
voï	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
voû	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
vra	54	28	7	72	6	12	5	74	5	6	6	30	2	0	48	69	65	1	39	0	20	2	3	2	6
vre	98	57	22	159	17	23	15	138	8	18	2	23	14	0	49	82	88	7	135	18	23	13	14	0	26
vri	16	8	0	10	1	1	1	10	2	3	1	3	0	0	4	12	23	4	10	1	6	0	3	0	0
vro	34	18	2	29	1	1	0	28	1	0	0	19	0	0	28	48	16	3	31	0	1	2	5	0	0
vré	1	8	0	10	4	8	4	11	0	2	0	1	0	0	4	1	48	0	9	1	7	1	0	0	3
vrï	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
vue	53	0	0	110	0	0	9	70	12	5	4	37	3	0	25	25	74	1	114	15	5	0	17	7	0
vug	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
vui	10	0	0	1	0	3	1	0	0	0	0	1	0	0	8	4	4	0	9	0	1	1	0	0	0
vul	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vun	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vuu	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vué	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vy
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
vy 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
vâm	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vèl	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vèr	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
vé
	14	5	0	8	1	0	0	14	1	1	0	5	0	0	13	5	51	0	11	1	0	0	2	0	3
vé 	3	8	0	7	3	0	0	0	0	7	1	4	1	0	9	5	27	0	2	0	10	0	0	0	1
véa	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
vée	0	0	0	2	7	2	4	1	2	2	0	0	2	0	0	0	95	0	0	2	0	0	0	0	3
véi	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
vén	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
véo	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0
vér	0	0	0	10	2	8	0	0	3	3	0	1	0	0	2	0	6	0	0	0	1	0	0	0	2
vés	14	70	0	0	11	37	7	1	0	0	0	2	0	0	7	4	24	0	2	0	15	0	1	0	1
véu	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
véé	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
vêt	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vëo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
vïa	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
vïe	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
vïo	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vïè	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wag	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wai	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wan	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
war	0	1	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wer	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wes	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
weu	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wid	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
wie	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wim	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wis	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
wit	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
x
a	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	3	2	0	0	0	0	0	2	0	0
x
