ngramme	BenTroieC_1partial	SGeorgDeG	AlexisPQ	BenTroieC_4partial	Yvain	MeraugisF	ChaceP	DancusM	AlexisOctP	PercevalKu	AlexisP13	Cliges	JugAmD	AlexisP11	JAvesnesFilleB	FillePonth1B1	SGeorgVosL	ThebesC	AigarB	UnicornecW	LancJ	ErecF	CleomHas	AlexisPRI	OmbreB2
uek	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uel	85	6	19	16	190	57	13	8	19	185	26	232	3	5	85	26	7	137	11	15	214	219	395	37	27
uem	0	0	1	0	28	3	2	0	2	15	0	14	0	0	0	0	0	5	1	0	7	8	47	0	0
uen	95	0	4	7	53	47	2	1	15	45	5	70	3	3	3	73	2	107	10	6	49	171	14	13	11
ueo	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
uep	2	0	0	1	1	4	0	0	3	2	0	3	0	0	2	0	0	1	0	0	3	3	2	0	0
ueq	0	0	0	0	1	4	0	1	0	10	0	2	0	0	0	0	0	1	0	0	2	1	6	0	0
uer	115	12	40	5	152	68	11	10	54	149	28	163	8	19	38	22	8	223	8	8	121	118	539	41	26
ues	145	8	3	5	158	82	7	25	9	138	16	86	10	10	9	21	11	104	18	6	133	125	242	32	32
uet	57	4	1	3	99	46	9	12	10	86	18	100	3	2	2	7	12	99	2	6	102	86	105	21	11
ueu	45	0	2	10	6	12	4	0	2	2	0	3	1	0	5	2	0	96	0	2	6	15	13	0	1
uev	35	0	0	4	8	14	3	0	3	27	5	35	2	0	0	2	0	42	0	0	33	14	15	1	2
uex	0	0	0	0	0	0	3	0	0	11	0	9	0	0	0	0	0	0	0	0	8	0	0	0	0
uez	8	0	25	0	3	2	0	13	1	5	0	3	0	0	15	0	0	6	0	0	2	2	9	0	0
ueë	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ueï	2	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	5	1	2	0	0
ueö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ueü	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uf
	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uf 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0
ufa	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
ufe	0	0	2	0	0	1	0	5	7	9	6	1	0	7	0	0	0	6	0	0	0	0	3	7	0
uff	0	2	2	0	11	0	1	1	1	0	0	0	1	0	4	4	0	0	0	2	0	0	1	1	1
ufi	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0
ufl	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ufn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ufo	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ufr	0	0	6	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	2	0	0	0	7	4	1
ufé	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	2	0
ug
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
uga	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uge	5	0	0	0	3	0	1	5	0	0	0	3	6	1	0	0	0	37	0	0	1	0	4	0	0
ugh	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ugi	8	0	0	0	2	125	0	0	0	3	0	0	3	0	0	0	0	14	0	0	0	0	21	0	0
ugl	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	4	1	1	0	0
ugm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ugo	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ugr	0	0	0	0	2	3	0	0	0	6	0	4	0	0	0	2	0	1	0	0	1	0	1	0	1
ugu	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	10	2	0	0	2	0	0	0
ugï	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uha	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	22	0	0
uhe	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ui
	21	4	1	0	77	32	0	7	11	142	0	62	2	0	1	0	4	43	0	2	78	90	187	2	12
ui 	506	89	73	48	746	442	30	59	108	1180	73	784	38	88	127	103	45	704	38	54	850	700	1873	185	104
uia	1	0	0	0	3	1	0	0	3	16	5	5	0	0	0	0	0	7	0	1	6	9	10	0	0
uib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
uic	1	0	0	0	1	0	0	1	1	3	0	4	0	0	1	0	0	0	0	1	1	1	0	2	0
uid	28	3	14	1	53	14	2	0	3	55	10	78	1	1	9	14	2	32	6	0	67	44	123	4	9
uie	38	4	9	2	57	20	3	4	2	62	20	66	2	6	7	6	0	69	0	7	57	32	73	5	5
uif	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uig	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	3	2	0	0
uii	0	0	0	0	0	5	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	30	1	0	0
uil	171	21	38	9	245	171	15	25	37	296	0	229	2	12	113	22	9	98	4	12	333	136	602	23	53
uim	0	0	0	0	2	0	0	0	0	7	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0
uin	18	0	0	4	7	2	0	0	0	34	1	15	0	1	9	4	0	6	0	2	2	19	6	0	0
uio	4	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	9	0	0
uip	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uir	10	1	4	1	19	5	5	4	1	25	5	16	1	0	8	5	7	10	2	2	10	15	16	5	7
uis	206	10	60	19	186	91	36	23	17	195	67	133	6	12	59	34	14	71	12	20	177	164	417	91	46
uit	168	6	6	10	163	63	15	13	18	191	13	179	11	11	14	15	9	216	13	8	176	216	105	16	18
uiv	2	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	2	0	0	1	38	0	0	2
uiz	10	0	1	0	3	0	2	1	0	9	0	12	0	4	0	0	0	3	0	0	8	6	1	0	0
uiç	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
uiè	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uié	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	11	0	0	1	0	0	2	0
uië	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uja	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ujo	0	0	2	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	4	1	0
uka	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uke	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ul
	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0
ul 	54	5	18	4	71	24	2	0	9	63	7	60	2	3	5	6	3	30	0	2	50	52	107	9	4
ula	0	0	4	0	9	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	1	1	11	0	0
ulc	0	5	0	0	0	0	0	0	0	0	3	0	0	9	14	0	0	1	0	0	0	0	0	2	0
uld	0	4	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0
ule	36	5	9	1	88	15	5	7	3	89	6	77	3	7	14	9	1	30	2	5	76	74	121	24	12
ulf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ulh	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uli	12	1	5	2	0	0	0	3	1	1	3	1	0	0	1	0	0	0	1	0	0	0	5	1	1
ull	0	1	9	0	21	0	2	1	1	0	0	0	1	0	7	5	0	0	0	0	0	0	0	3	13
ulm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0
ulo	0	8	9	0	6	0	0	2	0	0	0	0	0	1	11	0	0	0	0	2	0	0	102	0	1
uls	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	11	1	1
ult	0	30	5	0	4	0	6	22	2	0	0	0	1	0	95	0	19	0	0	4	2	0	1072	34	0
ulu	1	0	0	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	41	0	0
ulv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ulx	0	17	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
uly	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ulz	0	2	0	0	8	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ulç	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ulè	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ulé	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0
um
	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
um 	0	1	0	0	0	0	0	19	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
uma	3	0	0	0	1	0	0	0	1	1	0	7	0	0	16	10	0	3	0	0	3	7	2	5	0
umb	0	0	0	0	0	0	0	2	1	1	0	1	0	0	4	0	0	2	0	0	1	0	3	0	0
ume	34	0	2	4	25	31	0	9	5	17	6	31	2	3	5	8	1	42	1	4	44	52	120	34	4
umi	3	0	6	0	10	1	0	6	3	7	5	10	0	1	1	2	0	4	1	0	1	4	19	2	0
uml	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
umo	4	0	4	0	1	2	0	0	6	4	9	0	0	0	0	1	0	3	1	0	1	2	2	11	1
ump	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
umq	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
umu	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
umé	0	0	0	0	3	0	7	0	1	2	0	2	0	0	1	1	0	0	0	0	0	0	9	3	0
un
	4	0	0	4	2	5	0	2	8	4	0	16	0	0	0	2	0	11	0	0	2	4	2	1	0
un 	141	30	27	12	112	37	13	7	31	78	46	121	18	10	38	29	5	372	15	3	177	213	217	40	31
una	11	0	1	1	0	1	0	0	0	0	0	6	0	0	0	9	0	1	2	0	0	1	13	1	0
unb	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
unc	0	0	0	0	2	0	0	1	1	2	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0
und	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	2
une	89	17	24	6	128	54	1	36	17	208	25	113	11	13	46	57	11	218	5	5	157	160	244	32	16
ung	0	0	0	0	0	0	0	0	0	0	0	1	0	1	27	0	0	0	0	0	1	0	0	1	0
uni	0	0	0	1	0	1	0	1	0	0	1	0	0	0	2	27	0	1	0	3	0	1	0	1	0
unk	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
uno	2	0	0	0	0	1	0	0	0	0	0	2	0	0	2	6	0	0	0	0	0	0	2	14	0
unq	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uns	81	0	2	4	51	30	11	7	2	92	8	88	3	3	4	22	3	120	16	5	104	94	256	5	10
unt	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	9	1	1	0	1	1	0
unu	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0
unz	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uné	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	4	0
uo 	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
uoc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uod	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
uoi	0	8	0	0	29	51	0	3	0	7	0	6	1	1	1	7	0	3	0	6	7	33	153	1	1
uom	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uon	11	1	7	3	2	24	4	1	0	0	0	1	1	1	3	1	0	8	0	1	2	12	3	0	1
uor	7	0	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	1	0	0	2	7	1	0	0
uos	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
uot	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	7	1	0
uoy	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
uoë	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uoï	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
up 	2	0	0	1	0	7	0	0	0	0	0	0	0	0	8	0	0	14	0	0	0	0	28	0	0
upa	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0
upc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
upe	4	0	1	0	5	3	3	0	0	0	1	4	0	0	5	3	0	5	2	0	0	1	16	1	1
uph	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
upi	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
upl	0	5	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
upo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
upp	0	4	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
upr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
ups	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0
upt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
upz	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
upé	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0
uqu	28	0	1	1	8	0	1	26	0	4	0	0	1	0	10	0	1	25	5	0	4	6	7	4	1
ur
	6	8	8	0	64	0	4	1	0	3	0	3	0	0	1	5	0	12	0	2	3	2	259	26	0
ur 	11	54	110	1	471	4	28	7	2	5	1	13	4	2	189	126	1	20	4	31	11	7	1492	156	1
ura	13	9	20	2	14	6	16	1	0	4	5	3	0	2	20	8	6	25	6	2	1	5	46	11	0
urb	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	183	1	0
urc	0	0	4	0	5	0	0	3	0	0	0	0	0	0	5	2	0	0	0	0	0	0	13	3	0
urd	0	1	5	0	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	1	0
ure	196	12	43	11	189	51	11	17	34	168	16	143	14	18	63	90	18	247	6	15	119	158	365	56	21
urf	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0
urg	0	0	0	0	2	0	0	8	1	0	1	0	0	0	0	0	0	7	0	1	0	0	1	0	0
urh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
uri	9	2	4	0	5	0	0	3	1	1	0	3	0	0	12	0	0	4	23	0	0	3	10	1	0
url	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
urm	0	0	2	0	7	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	2	2	6	2	0
urn	0	3	8	0	55	0	2	0	0	0	3	0	0	0	32	14	0	0	0	0	0	0	43	8	0
uro	4	5	5	0	19	1	10	1	0	0	3	0	1	0	10	5	1	1	1	1	1	0	63	8	0
urp	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	0
urq	2	0	1	0	17	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	56	1	0
urr	3	3	4	1	37	3	2	5	0	0	1	1	0	0	24	2	0	6	0	0	0	1	55	6	0
urs	15	6	11	3	96	6	1	3	0	9	0	5	1	0	54	21	0	32	0	9	5	4	331	8	3
urt	3	1	10	0	78	3	0	5	1	9	0	1	0	0	12	7	0	2	0	1	11	3	140	2	3
uru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	1	0	0
urv	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	19	0	0
urz	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
urç	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
urè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
uré	6	6	13	3	11	1	1	0	0	2	1	4	0	0	3	1	2	17	0	0	2	4	15	11	0
urï	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
us
	228	3	16	25	120	87	11	7	0	66	12	49	9	1	1	12	4	160	29	4	54	112	319	13	23
us 	699	60	174	81	1071	312	80	66	60	321	149	367	69	36	127	347	46	936	48	55	342	698	2808	238	144
usa	1	0	9	0	4	1	0	0	3	7	1	9	0	0	6	1	0	5	4	0	1	5	23	5	0
usb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
usc	3	3	0	0	4	1	0	5	0	2	2	0	0	0	1	4	1	15	0	0	0	2	6	1	0
usd	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
use	5	4	5	1	41	3	10	5	4	30	2	32	0	2	35	9	0	7	1	7	25	12	110	16	4
usf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
usg	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
usi	16	0	7	0	21	16	5	6	8	34	5	26	10	0	22	25	0	16	0	3	19	1	39	12	8
usj	0	0	2	0	15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
usk	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
usl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
usm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
usn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
uso	28	0	1	1	1	0	1	0	3	8	0	5	0	0	0	0	1	27	0	0	13	5	34	0	1
usp	0	0	1	0	8	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	6	2	6
usq	22	1	2	1	32	16	2	7	0	62	0	20	0	3	10	3	1	49	0	0	39	43	45	4	8
usr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
uss	25	3	2	2	56	5	6	0	8	20	8	13	2	12	18	2	2	20	0	1	18	40	223	11	8
ust	80	6	23	11	92	30	0	3	18	54	9	68	9	8	46	20	7	61	1	5	82	63	356	39	11
usu	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
usy	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
usé	2	0	7	0	4	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	2	0	20	9	0
usî	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ut
	14	0	0	0	91	36	6	2	13	88	34	48	0	3	1	14	0	22	8	2	49	73	31	2	4
ut 	580	36	153	40	550	157	9	18	88	374	125	312	19	46	32	174	7	707	5	20	50	458	757	103	66
uta	5	1	3	1	13	13	0	3	1	9	3	9	0	0	8	13	0	8	0	0	11	4	20	1	0
ute	34	11	20	3	169	18	8	37	5	30	9	15	10	0	22	20	3	29	0	13	23	27	254	26	19
uth	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
uti	5	0	4	0	1	0	0	1	3	1	2	2	2	0	1	1	0	4	0	2	2	1	18	3	1
utk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
utm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
uto	22	0	2	3	4	0	0	0	1	1	2	0	0	1	2	3	0	4	1	0	1	2	23	0	0
utp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
utr	128	6	15	8	151	94	10	35	24	177	16	194	13	0	2	31	4	193	7	5	184	190	304	27	20
utu	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0
uté	23	1	3	0	14	9	0	0	2	6	1	18	3	0	2	6	1	10	0	0	7	19	88	7	7
uua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
uue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
uui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
uul	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uun	5	1	0	2	1	8	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	1	0	0
uuo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
uur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
uus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
uva	14	2	2	1	72	12	0	7	0	176	3	13	0	0	8	9	0	16	0	0	53	36	88	0	1
uve	4	2	26	0	116	4	9	0	2	12	5	12	2	0	32	7	0	5	0	0	2	8	471	26	0
uvi	1	0	4	0	31	0	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	62	2	0
uvo	3	1	2	0	19	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	42	0	0
uvr	0	1	5	0	16	0	6	0	1	0	0	0	6	0	10	5	2	0	0	0	1	0	79	4	1
uvè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
uvé	1	0	4	0	16	2	2	0	0	0	0	6	0	0	8	3	0	0	0	0	1	2	109	8	0
ux
	1	3	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0
ux 	0	14	7	0	24	1	8	0	0	0	0	0	3	0	76	0	0	0	0	0	1	1	5	0	0
uxi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
uxq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
uxu	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
uxv	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
uy
	0	3	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
uy 	0	6	2	0	8	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	1	0
uya	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
uye	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
uyt	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
uyé	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
uz
	51	0	0	12	13	27	2	1	2	50	0	44	2	1	0	0	0	63	0	0	65	49	3	0	2
uz 	106	0	1	10	53	60	8	9	16	68	0	66	2	2	0	0	3	158	0	0	78	104	34	0	10
uze	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
uzj	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uzl	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uzp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
uzr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
uà
	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uà 	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	36	0	1
uàr	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uça	3	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	3	4	0	0
uço	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	8	0	3
uèc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
uès	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
uèv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ué
	0	0	1	0	7	1	0	0	0	3	0	2	0	0	0	0	0	19	0	0	2	1	16	0	0
