ngramme	freq-JugAmD	freq-LancJ	freq-AigarB	freq-ChaceP	freq-DancusM	freq-OmbreB2	freq-UnicornecW	freq-PercevalKu	freq-AlexisP13	freq-ErecF	freq-BenTroieC_4partial	freq-MeraugisF	freq-JAvesnesFilleB	freq-Yvain	freq-ThebesC	freq-AlexisPRI	freq-AlexisPQ	freq-CleomHas	freq-SGeorgDeG	freq-AlexisOctP	freq-BenTroieC_1partial	freq-FillePonth1B1	freq-AlexisP11	freq-SGeorgVosL	freq-Cliges
aü	0	1	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
aün	0	2	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	2	0	0	0	2
aüs	0	1	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bab	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
bac	0	2	0	0	5	0	1	5	1	1	0	3	2	9	20	1	0	7	0	1	1	2	0	0	2
bad	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bah	0	4	0	0	0	0	0	0	0	0	0	3	0	6	5	2	7	28	0	1	1	0	0	0	5
bal	0	1	1	0	2	0	1	4	0	1	2	0	3	1	6	0	1	43	0	1	2	0	0	0	3
bas	0	16	2	0	0	2	0	11	0	9	1	6	4	11	17	1	4	8	0	2	11	2	0	1	3
bau	0	3	0	2	0	0	0	14	0	5	0	0	146	2	14	0	2	15	0	1	6	79	0	0	4
baz	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
baï	0	4	0	0	0	0	0	5	0	6	0	0	0	0	2	0	1	0	0	0	3	0	0	0	3
be 	0	8	6	1	1	1	0	31	1	23	0	4	4	16	30	1	3	16	0	1	12	9	2	0	7
bea	0	3	0	0	0	0	0	0	0	0	1	23	34	0	39	1	0	1	1	7	70	0	0	1	1
bec	0	2	1	0	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
bed	0	12	0	0	0	2	0	3	0	22	1	2	0	8	17	0	0	6	0	0	9	0	0	0	7
bee	0	1	0	0	0	0	1	1	0	1	0	0	0	2	1	0	0	1	0	0	3	3	0	0	2
bei	0	9	1	0	0	0	0	34	1	41	1	0	1	1	10	0	0	0	0	1	7	0	0	0	13
ben	0	3	13	0	1	0	0	13	0	2	0	1	1	5	19	0	1	14	1	3	7	3	0	0	1
bev	0	1	0	0	0	0	0	1	0	4	0	0	0	0	3	0	0	1	0	2	0	0	0	0	3
